Date,Daily_Max_1-hour_NO2_Concentration,UNITS,DAILY_AQI_VALUE,Site_Name,COUNTY
01/01/2020,28.0,ppb,26,Oakland West,Alameda
01/02/2020,34.2,ppb,32,Oakland West,Alameda
01/07/2020,33.8,ppb,31,Oakland West,Alameda
01/08/2020,33.4,ppb,31,Oakland West,Alameda
01/09/2020,27.9,ppb,25,Oakland West,Alameda
01/10/2020,26.3,ppb,25,Oakland West,Alameda
01/11/2020,29.8,ppb,27,Oakland West,Alameda
01/12/2020,27.2,ppb,25,Oakland West,Alameda
01/13/2020,24.3,ppb,23,Oakland West,Alameda
01/14/2020,31.4,ppb,29,Oakland West,Alameda
01/15/2020,28.8,ppb,26,Oakland West,Alameda
01/16/2020,23.3,ppb,22,Oakland West,Alameda
01/17/2020,45.4,ppb,42,Oakland West,Alameda
01/18/2020,15.6,ppb,14,Oakland West,Alameda
01/19/2020,30.5,ppb,28,Oakland West,Alameda
01/20/2020,31.6,ppb,29,Oakland West,Alameda
01/21/2020,25.2,ppb,24,Oakland West,Alameda
01/22/2020,39.7,ppb,37,Oakland West,Alameda
01/23/2020,33.6,ppb,31,Oakland West,Alameda
01/24/2020,27.6,ppb,25,Oakland West,Alameda
01/25/2020,27.7,ppb,25,Oakland West,Alameda
01/26/2020,25.8,ppb,24,Oakland West,Alameda
01/27/2020,26.0,ppb,25,Oakland West,Alameda
01/28/2020,27.6,ppb,25,Oakland West,Alameda
01/29/2020,29.9,ppb,27,Oakland West,Alameda
02/01/2020,25.0,ppb,24,Oakland West,Alameda
02/02/2020,20.0,ppb,19,Oakland West,Alameda
02/03/2020,15.3,ppb,14,Oakland West,Alameda
02/04/2020,37.3,ppb,35,Oakland West,Alameda
02/05/2020,37.5,ppb,35,Oakland West,Alameda
02/06/2020,32.8,ppb,30,Oakland West,Alameda
02/07/2020,32.3,ppb,30,Oakland West,Alameda
02/08/2020,20.8,ppb,19,Oakland West,Alameda
02/09/2020,10.2,ppb,9,Oakland West,Alameda
02/10/2020,36.4,ppb,34,Oakland West,Alameda
02/11/2020,48.0,ppb,45,Oakland West,Alameda
02/12/2020,33.9,ppb,31,Oakland West,Alameda
02/13/2020,27.1,ppb,25,Oakland West,Alameda
02/14/2020,26.6,ppb,25,Oakland West,Alameda
02/15/2020,30.1,ppb,28,Oakland West,Alameda
02/16/2020,23.8,ppb,22,Oakland West,Alameda
02/17/2020,29.8,ppb,27,Oakland West,Alameda
02/18/2020,36.2,ppb,34,Oakland West,Alameda
02/19/2020,29.2,ppb,27,Oakland West,Alameda
02/20/2020,32.9,ppb,30,Oakland West,Alameda
02/21/2020,41.0,ppb,39,Oakland West,Alameda
02/22/2020,29.2,ppb,27,Oakland West,Alameda
02/23/2020,14.7,ppb,13,Oakland West,Alameda
02/24/2020,28.9,ppb,26,Oakland West,Alameda
02/25/2020,33.2,ppb,31,Oakland West,Alameda
02/26/2020,32.2,ppb,30,Oakland West,Alameda
02/27/2020,34.5,ppb,32,Oakland West,Alameda
02/28/2020,29.9,ppb,27,Oakland West,Alameda
02/29/2020,21.2,ppb,20,Oakland West,Alameda
03/01/2020,19.2,ppb,18,Oakland West,Alameda
03/02/2020,17.0,ppb,16,Oakland West,Alameda
03/03/2020,39.7,ppb,37,Oakland West,Alameda
03/04/2020,26.1,ppb,25,Oakland West,Alameda
03/05/2020,19.4,ppb,18,Oakland West,Alameda
03/06/2020,9.0,ppb,8,Oakland West,Alameda
03/07/2020,7.8,ppb,7,Oakland West,Alameda
03/08/2020,20.7,ppb,19,Oakland West,Alameda
03/09/2020,34.0,ppb,32,Oakland West,Alameda
03/10/2020,29.8,ppb,27,Oakland West,Alameda
03/11/2020,37.7,ppb,35,Oakland West,Alameda
03/12/2020,25.5,ppb,24,Oakland West,Alameda
03/13/2020,23.9,ppb,22,Oakland West,Alameda
03/14/2020,12.5,ppb,11,Oakland West,Alameda
03/15/2020,11.4,ppb,10,Oakland West,Alameda
03/16/2020,13.4,ppb,12,Oakland West,Alameda
03/17/2020,21.4,ppb,20,Oakland West,Alameda
03/18/2020,23.4,ppb,22,Oakland West,Alameda
03/19/2020,25.8,ppb,24,Oakland West,Alameda
03/20/2020,27.2,ppb,25,Oakland West,Alameda
03/21/2020,27.7,ppb,25,Oakland West,Alameda
03/22/2020,26.6,ppb,25,Oakland West,Alameda
03/23/2020,14.9,ppb,13,Oakland West,Alameda
03/24/2020,21.8,ppb,20,Oakland West,Alameda
03/25/2020,28.0,ppb,26,Oakland West,Alameda
03/26/2020,27.7,ppb,25,Oakland West,Alameda
03/27/2020,32.5,ppb,30,Oakland West,Alameda
03/28/2020,9.7,ppb,8,Oakland West,Alameda
03/29/2020,8.4,ppb,8,Oakland West,Alameda
03/30/2020,13.0,ppb,12,Oakland West,Alameda
03/31/2020,19.5,ppb,18,Oakland West,Alameda
04/01/2020,6.7,ppb,6,Oakland West,Alameda
04/02/2020,18.9,ppb,17,Oakland West,Alameda
04/03/2020,24.6,ppb,23,Oakland West,Alameda
04/04/2020,13.4,ppb,12,Oakland West,Alameda
04/05/2020,11.0,ppb,10,Oakland West,Alameda
04/06/2020,27.9,ppb,25,Oakland West,Alameda
04/07/2020,23.8,ppb,22,Oakland West,Alameda
04/08/2020,19.7,ppb,18,Oakland West,Alameda
04/09/2020,13.4,ppb,12,Oakland West,Alameda
04/10/2020,11.2,ppb,10,Oakland West,Alameda
04/11/2020,10.4,ppb,9,Oakland West,Alameda
04/12/2020,6.2,ppb,6,Oakland West,Alameda
04/13/2020,10.4,ppb,9,Oakland West,Alameda
04/14/2020,27.8,ppb,25,Oakland West,Alameda
04/15/2020,26.1,ppb,25,Oakland West,Alameda
04/16/2020,7.0,ppb,7,Oakland West,Alameda
04/17/2020,9.4,ppb,8,Oakland West,Alameda
04/18/2020,4.1,ppb,4,Oakland West,Alameda
04/19/2020,11.8,ppb,10,Oakland West,Alameda
04/20/2020,8.1,ppb,8,Oakland West,Alameda
04/21/2020,17.1,ppb,16,Oakland West,Alameda
04/22/2020,11.3,ppb,10,Oakland West,Alameda
04/23/2020,22.5,ppb,21,Oakland West,Alameda
04/24/2020,20.1,ppb,19,Oakland West,Alameda
04/25/2020,18.5,ppb,17,Oakland West,Alameda
04/26/2020,19.5,ppb,18,Oakland West,Alameda
04/27/2020,25.6,ppb,24,Oakland West,Alameda
04/28/2020,15.3,ppb,14,Oakland West,Alameda
04/29/2020,9.8,ppb,8,Oakland West,Alameda
04/30/2020,24.5,ppb,23,Oakland West,Alameda
05/01/2020,12.0,ppb,11,Oakland West,Alameda
05/05/2020,18.8,ppb,17,Oakland West,Alameda
05/06/2020,21.7,ppb,20,Oakland West,Alameda
05/07/2020,29.7,ppb,27,Oakland West,Alameda
05/08/2020,19.7,ppb,18,Oakland West,Alameda
05/09/2020,10.0,ppb,9,Oakland West,Alameda
05/10/2020,7.7,ppb,7,Oakland West,Alameda
05/11/2020,14.7,ppb,13,Oakland West,Alameda
05/12/2020,16.8,ppb,15,Oakland West,Alameda
05/13/2020,13.8,ppb,12,Oakland West,Alameda
05/14/2020,16.7,ppb,15,Oakland West,Alameda
05/15/2020,31.7,ppb,29,Oakland West,Alameda
05/16/2020,8.8,ppb,8,Oakland West,Alameda
05/17/2020,9.1,ppb,8,Oakland West,Alameda
05/18/2020,11.7,ppb,10,Oakland West,Alameda
05/19/2020,9.8,ppb,8,Oakland West,Alameda
05/20/2020,25.6,ppb,24,Oakland West,Alameda
05/21/2020,28.3,ppb,26,Oakland West,Alameda
05/22/2020,28.4,ppb,26,Oakland West,Alameda
05/23/2020,13.6,ppb,12,Oakland West,Alameda
05/24/2020,22.0,ppb,21,Oakland West,Alameda
05/25/2020,18.3,ppb,17,Oakland West,Alameda
05/26/2020,17.4,ppb,16,Oakland West,Alameda
05/27/2020,25.0,ppb,24,Oakland West,Alameda
05/28/2020,19.3,ppb,18,Oakland West,Alameda
05/29/2020,14.4,ppb,13,Oakland West,Alameda
05/30/2020,14.9,ppb,13,Oakland West,Alameda
05/31/2020,20.8,ppb,19,Oakland West,Alameda
06/01/2020,15.0,ppb,14,Oakland West,Alameda
06/02/2020,27.1,ppb,25,Oakland West,Alameda
06/03/2020,17.8,ppb,16,Oakland West,Alameda
06/04/2020,16.3,ppb,15,Oakland West,Alameda
06/05/2020,4.9,ppb,4,Oakland West,Alameda
06/06/2020,14.5,ppb,13,Oakland West,Alameda
06/07/2020,18.0,ppb,17,Oakland West,Alameda
06/08/2020,19.5,ppb,18,Oakland West,Alameda
06/09/2020,24.9,ppb,23,Oakland West,Alameda
06/10/2020,19.3,ppb,18,Oakland West,Alameda
06/11/2020,23.8,ppb,22,Oakland West,Alameda
06/12/2020,8.5,ppb,8,Oakland West,Alameda
06/13/2020,5.5,ppb,5,Oakland West,Alameda
06/14/2020,14.4,ppb,13,Oakland West,Alameda
06/15/2020,11.7,ppb,10,Oakland West,Alameda
06/16/2020,19.1,ppb,18,Oakland West,Alameda
06/17/2020,20.8,ppb,19,Oakland West,Alameda
06/18/2020,25.2,ppb,24,Oakland West,Alameda
06/19/2020,12.2,ppb,11,Oakland West,Alameda
06/20/2020,9.5,ppb,8,Oakland West,Alameda
06/21/2020,5.9,ppb,5,Oakland West,Alameda
06/22/2020,25.9,ppb,24,Oakland West,Alameda
06/23/2020,18.2,ppb,17,Oakland West,Alameda
06/24/2020,13.1,ppb,12,Oakland West,Alameda
06/25/2020,14.3,ppb,13,Oakland West,Alameda
06/26/2020,16.9,ppb,15,Oakland West,Alameda
06/27/2020,9.8,ppb,8,Oakland West,Alameda
06/28/2020,7.0,ppb,7,Oakland West,Alameda
06/29/2020,15.8,ppb,14,Oakland West,Alameda
06/30/2020,18.4,ppb,17,Oakland West,Alameda
07/01/2020,11.6,ppb,10,Oakland West,Alameda
07/02/2020,14.7,ppb,13,Oakland West,Alameda
07/03/2020,21.6,ppb,20,Oakland West,Alameda
07/04/2020,16.3,ppb,15,Oakland West,Alameda
07/05/2020,23.0,ppb,22,Oakland West,Alameda
07/06/2020,12.1,ppb,11,Oakland West,Alameda
07/07/2020,13.4,ppb,12,Oakland West,Alameda
07/08/2020,12.9,ppb,11,Oakland West,Alameda
07/09/2020,15.2,ppb,14,Oakland West,Alameda
07/10/2020,14.7,ppb,13,Oakland West,Alameda
07/11/2020,13.8,ppb,12,Oakland West,Alameda
07/12/2020,17.2,ppb,16,Oakland West,Alameda
07/13/2020,5.9,ppb,5,Oakland West,Alameda
07/14/2020,9.5,ppb,8,Oakland West,Alameda
07/15/2020,17.4,ppb,16,Oakland West,Alameda
07/16/2020,10.0,ppb,9,Oakland West,Alameda
07/17/2020,11.6,ppb,10,Oakland West,Alameda
07/18/2020,4.3,ppb,4,Oakland West,Alameda
07/19/2020,5.6,ppb,5,Oakland West,Alameda
07/20/2020,4.9,ppb,4,Oakland West,Alameda
07/21/2020,5.6,ppb,5,Oakland West,Alameda
07/22/2020,6.0,ppb,6,Oakland West,Alameda
07/23/2020,9.3,ppb,8,Oakland West,Alameda
07/24/2020,6.7,ppb,6,Oakland West,Alameda
07/25/2020,6.0,ppb,6,Oakland West,Alameda
07/26/2020,6.2,ppb,6,Oakland West,Alameda
07/27/2020,14.5,ppb,13,Oakland West,Alameda
07/28/2020,8.5,ppb,8,Oakland West,Alameda
07/29/2020,11.2,ppb,10,Oakland West,Alameda
07/30/2020,9.4,ppb,8,Oakland West,Alameda
07/31/2020,6.8,ppb,6,Oakland West,Alameda
08/01/2020,7.0,ppb,7,Oakland West,Alameda
08/02/2020,6.0,ppb,6,Oakland West,Alameda
08/03/2020,13.6,ppb,12,Oakland West,Alameda
08/04/2020,6.6,ppb,6,Oakland West,Alameda
08/05/2020,5.7,ppb,5,Oakland West,Alameda
08/06/2020,8.6,ppb,8,Oakland West,Alameda
08/07/2020,10.4,ppb,9,Oakland West,Alameda
08/08/2020,5.3,ppb,5,Oakland West,Alameda
08/09/2020,5.4,ppb,5,Oakland West,Alameda
08/10/2020,14.3,ppb,13,Oakland West,Alameda
08/11/2020,6.5,ppb,6,Oakland West,Alameda
08/12/2020,26.2,ppb,25,Oakland West,Alameda
08/13/2020,21.4,ppb,20,Oakland West,Alameda
08/14/2020,26.9,ppb,25,Oakland West,Alameda
08/15/2020,14.9,ppb,13,Oakland West,Alameda
08/16/2020,14.3,ppb,13,Oakland West,Alameda
08/17/2020,18.4,ppb,17,Oakland West,Alameda
08/18/2020,23.0,ppb,22,Oakland West,Alameda
08/19/2020,29.2,ppb,27,Oakland West,Alameda
08/20/2020,17.2,ppb,16,Oakland West,Alameda
08/21/2020,14.8,ppb,13,Oakland West,Alameda
08/22/2020,18.5,ppb,17,Oakland West,Alameda
08/23/2020,15.6,ppb,14,Oakland West,Alameda
08/24/2020,18.0,ppb,17,Oakland West,Alameda
08/25/2020,9.8,ppb,8,Oakland West,Alameda
08/26/2020,7.7,ppb,7,Oakland West,Alameda
08/27/2020,8.0,ppb,8,Oakland West,Alameda
08/28/2020,15.9,ppb,14,Oakland West,Alameda
08/29/2020,5.9,ppb,5,Oakland West,Alameda
08/30/2020,8.3,ppb,8,Oakland West,Alameda
08/31/2020,9.2,ppb,8,Oakland West,Alameda
09/01/2020,11.2,ppb,10,Oakland West,Alameda
09/02/2020,9.4,ppb,8,Oakland West,Alameda
09/03/2020,20.3,ppb,19,Oakland West,Alameda
09/04/2020,17.3,ppb,16,Oakland West,Alameda
09/05/2020,31.2,ppb,29,Oakland West,Alameda
09/06/2020,26.0,ppb,25,Oakland West,Alameda
09/07/2020,21.5,ppb,20,Oakland West,Alameda
09/10/2020,28.7,ppb,26,Oakland West,Alameda
09/11/2020,25.9,ppb,24,Oakland West,Alameda
09/12/2020,17.4,ppb,16,Oakland West,Alameda
09/13/2020,11.4,ppb,10,Oakland West,Alameda
09/14/2020,20.6,ppb,19,Oakland West,Alameda
09/15/2020,14.7,ppb,13,Oakland West,Alameda
09/16/2020,12.5,ppb,11,Oakland West,Alameda
09/17/2020,12.7,ppb,11,Oakland West,Alameda
09/18/2020,14.4,ppb,13,Oakland West,Alameda
09/19/2020,12.1,ppb,11,Oakland West,Alameda
09/20/2020,17.4,ppb,16,Oakland West,Alameda
09/21/2020,23.5,ppb,22,Oakland West,Alameda
09/22/2020,20.1,ppb,19,Oakland West,Alameda
09/23/2020,21.9,ppb,20,Oakland West,Alameda
09/24/2020,17.9,ppb,16,Oakland West,Alameda
09/25/2020,17.9,ppb,16,Oakland West,Alameda
09/26/2020,19.7,ppb,18,Oakland West,Alameda
09/27/2020,38.0,ppb,36,Oakland West,Alameda
09/28/2020,37.5,ppb,35,Oakland West,Alameda
09/29/2020,21.7,ppb,20,Oakland West,Alameda
09/30/2020,29.1,ppb,27,Oakland West,Alameda
10/01/2020,44.2,ppb,42,Oakland West,Alameda
10/02/2020,35.9,ppb,33,Oakland West,Alameda
10/03/2020,22.9,ppb,21,Oakland West,Alameda
10/04/2020,14.2,ppb,13,Oakland West,Alameda
10/05/2020,21.4,ppb,20,Oakland West,Alameda
10/06/2020,19.2,ppb,18,Oakland West,Alameda
10/07/2020,20.7,ppb,19,Oakland West,Alameda
10/08/2020,8.0,ppb,8,Oakland West,Alameda
10/09/2020,18.0,ppb,17,Oakland West,Alameda
10/10/2020,18.0,ppb,17,Oakland West,Alameda
10/11/2020,23.0,ppb,22,Oakland West,Alameda
10/12/2020,25.9,ppb,24,Oakland West,Alameda
10/13/2020,25.1,ppb,24,Oakland West,Alameda
10/14/2020,28.1,ppb,26,Oakland West,Alameda
10/15/2020,35.9,ppb,33,Oakland West,Alameda
10/16/2020,37.1,ppb,35,Oakland West,Alameda
10/17/2020,35.5,ppb,33,Oakland West,Alameda
10/18/2020,17.5,ppb,16,Oakland West,Alameda
10/19/2020,18.9,ppb,17,Oakland West,Alameda
10/20/2020,23.7,ppb,22,Oakland West,Alameda
10/21/2020,23.9,ppb,22,Oakland West,Alameda
10/22/2020,20.5,ppb,19,Oakland West,Alameda
10/23/2020,26.8,ppb,25,Oakland West,Alameda
10/24/2020,25.6,ppb,24,Oakland West,Alameda
10/25/2020,17.3,ppb,16,Oakland West,Alameda
10/26/2020,30.8,ppb,28,Oakland West,Alameda
10/27/2020,45.0,ppb,42,Oakland West,Alameda
10/28/2020,37.4,ppb,35,Oakland West,Alameda
10/29/2020,43.3,ppb,41,Oakland West,Alameda
10/30/2020,28.1,ppb,26,Oakland West,Alameda
10/31/2020,27.9,ppb,25,Oakland West,Alameda
11/01/2020,26.6,ppb,25,Oakland West,Alameda
11/02/2020,32.7,ppb,30,Oakland West,Alameda
11/03/2020,25.8,ppb,24,Oakland West,Alameda
11/04/2020,20.8,ppb,19,Oakland West,Alameda
11/05/2020,31.3,ppb,29,Oakland West,Alameda
11/07/2020,22.1,ppb,21,Oakland West,Alameda
11/08/2020,28.6,ppb,26,Oakland West,Alameda
11/09/2020,33.5,ppb,31,Oakland West,Alameda
11/10/2020,29.5,ppb,27,Oakland West,Alameda
11/11/2020,29.5,ppb,27,Oakland West,Alameda
11/12/2020,33.4,ppb,31,Oakland West,Alameda
11/13/2020,24.8,ppb,23,Oakland West,Alameda
11/14/2020,28.9,ppb,26,Oakland West,Alameda
11/15/2020,31.9,ppb,29,Oakland West,Alameda
11/16/2020,42.5,ppb,40,Oakland West,Alameda
11/17/2020,31.5,ppb,29,Oakland West,Alameda
11/18/2020,24.6,ppb,23,Oakland West,Alameda
11/19/2020,25.4,ppb,24,Oakland West,Alameda
11/20/2020,30.0,ppb,28,Oakland West,Alameda
11/21/2020,32.3,ppb,30,Oakland West,Alameda
11/22/2020,25.7,ppb,24,Oakland West,Alameda
11/23/2020,26.7,ppb,25,Oakland West,Alameda
11/24/2020,30.2,ppb,28,Oakland West,Alameda
11/25/2020,19.7,ppb,18,Oakland West,Alameda
11/26/2020,27.7,ppb,25,Oakland West,Alameda
11/27/2020,30.8,ppb,28,Oakland West,Alameda
11/28/2020,36.8,ppb,34,Oakland West,Alameda
11/29/2020,34.1,ppb,32,Oakland West,Alameda
11/30/2020,30.2,ppb,28,Oakland West,Alameda
01/01/2020,23.6,ppb,22,San Francisco,San Francisco
01/02/2020,35.5,ppb,33,San Francisco,San Francisco
01/03/2020,36.6,ppb,34,San Francisco,San Francisco
01/04/2020,24.6,ppb,23,San Francisco,San Francisco
01/05/2020,23.3,ppb,22,San Francisco,San Francisco
01/06/2020,35.3,ppb,33,San Francisco,San Francisco
01/07/2020,26.9,ppb,25,San Francisco,San Francisco
01/08/2020,34.9,ppb,32,San Francisco,San Francisco
01/09/2020,29.8,ppb,27,San Francisco,San Francisco
01/10/2020,27.9,ppb,25,San Francisco,San Francisco
01/11/2020,20.6,ppb,19,San Francisco,San Francisco
01/12/2020,23.5,ppb,22,San Francisco,San Francisco
01/13/2020,41.8,ppb,39,San Francisco,San Francisco
01/14/2020,22.1,ppb,21,San Francisco,San Francisco
01/15/2020,29.6,ppb,27,San Francisco,San Francisco
01/16/2020,33.1,ppb,31,San Francisco,San Francisco
01/17/2020,35.2,ppb,33,San Francisco,San Francisco
01/18/2020,22.9,ppb,21,San Francisco,San Francisco
01/19/2020,20.6,ppb,19,San Francisco,San Francisco
01/20/2020,30.1,ppb,28,San Francisco,San Francisco
01/21/2020,18.7,ppb,17,San Francisco,San Francisco
01/22/2020,36.4,ppb,34,San Francisco,San Francisco
01/23/2020,30.3,ppb,28,San Francisco,San Francisco
01/24/2020,23.8,ppb,22,San Francisco,San Francisco
01/25/2020,15.9,ppb,14,San Francisco,San Francisco
01/26/2020,18.8,ppb,17,San Francisco,San Francisco
01/27/2020,29.1,ppb,27,San Francisco,San Francisco
01/28/2020,21.5,ppb,20,San Francisco,San Francisco
01/29/2020,32.4,ppb,30,San Francisco,San Francisco
01/30/2020,24.6,ppb,23,San Francisco,San Francisco
01/31/2020,31.8,ppb,29,San Francisco,San Francisco
02/01/2020,24.8,ppb,23,San Francisco,San Francisco
02/02/2020,17.3,ppb,16,San Francisco,San Francisco
02/03/2020,10.3,ppb,9,San Francisco,San Francisco
02/04/2020,36.9,ppb,34,San Francisco,San Francisco
02/05/2020,36.8,ppb,34,San Francisco,San Francisco
02/06/2020,28.4,ppb,26,San Francisco,San Francisco
02/07/2020,32.4,ppb,30,San Francisco,San Francisco
02/08/2020,20.4,ppb,19,San Francisco,San Francisco
02/09/2020,12.7,ppb,11,San Francisco,San Francisco
