Date,aqi_co,aqi_no2,aqi_o3,aqi_pm_2_5,aqi_pm_10,AQI_Max
2019-10-22,10.0,40.0,28.0,48.0,,48.0
2019-10-23,9.0,41.0,25.0,52.0,,52.0
2019-10-24,8.0,42.0,28.0,32.0,39.0,42.0
2019-10-25,9.0,58.0,36.0,65.0,,65.0
2019-10-26,9.0,28.0,25.0,62.0,,62.0
2019-10-27,5.0,17.0,29.0,24.0,,29.0
2019-10-28,6.0,44.0,40.0,58.0,,58.0
2019-10-29,6.0,25.0,29.0,48.0,,48.0
2019-10-30,6.0,44.0,31.0,29.0,,44.0
2019-10-31,7.0,42.0,33.0,47.0,,47.0
2019-11-01,9.0,44.0,30.0,55.0,,55.0
2019-11-02,9.0,46.0,44.0,57.0,,57.0
2019-11-03,9.0,30.0,42.0,52.0,,52.0
2019-11-04,7.0,25.0,27.0,45.0,,45.0
2019-11-05,6.0,30.0,25.0,42.0,22.0,42.0
2019-11-06,5.0,13.0,20.0,41.0,,41.0
2019-11-07,5.0,20.0,31.0,53.0,,53.0
2019-11-08,5.0,24.0,29.0,72.0,,72.0
2019-11-09,5.0,21.0,29.0,64.0,,64.0
2019-11-10,5.0,14.0,24.0,46.0,,46.0
2019-11-11,7.0,40.0,20.0,55.0,,55.0
2019-11-12,7.0,34.0,31.0,48.0,,48.0
2019-11-13,6.0,18.0,31.0,39.0,,39.0
2019-11-14,5.0,22.0,25.0,36.0,,36.0
2019-11-15,5.0,21.0,23.0,13.0,,23.0
2019-11-16,6.0,20.0,14.0,38.0,,38.0
2019-11-17,9.0,42.0,33.0,54.0,21.0,54.0
2019-11-18,11.0,42.0,36.0,62.0,,62.0
2019-11-19,5.0,13.0,,32.0,,32.0
2019-11-20,6.0,32.0,26.0,35.0,,35.0
2019-11-21,6.0,28.0,26.0,48.0,,48.0
2019-11-22,7.0,35.0,25.0,55.0,,55.0
2019-11-23,7.0,32.0,29.0,58.0,,58.0
2019-11-24,8.0,30.0,24.0,52.0,,52.0
2019-11-25,5.0,33.0,32.0,40.0,,40.0
2019-11-26,2.0,,,24.0,,24.0
2019-11-27,3.0,22.0,,27.0,,27.0
2019-11-28,3.0,26.0,,25.0,,26.0
2019-11-29,3.0,26.0,29.0,23.0,9.0,29.0
2019-11-30,3.0,17.0,31.0,14.0,,31.0
2019-12-01,2.0,5.0,30.0,7.0,,30.0
2019-12-02,5.0,27.0,18.0,16.0,,27.0
2019-12-03,6.0,28.0,15.0,21.0,,28.0
2019-12-04,6.0,23.0,6.0,35.0,,35.0
2019-12-05,6.0,28.0,9.0,45.0,,45.0
2019-12-06,6.0,25.0,31.0,14.0,,31.0
2019-12-07,3.0,27.0,36.0,16.0,,36.0
2019-12-08,5.0,23.0,38.0,17.0,,38.0
2019-12-09,6.0,23.0,25.0,28.0,,28.0
2019-12-10,5.0,23.0,20.0,39.0,,39.0
2019-12-11,6.0,30.0,19.0,33.0,9.0,33.0
2019-12-12,5.0,18.0,18.0,9.0,,18.0
2019-12-13,5.0,22.0,32.0,21.0,,32.0
2019-12-14,3.0,7.0,37.0,17.0,,37.0
2019-12-15,5.0,17.0,32.0,18.0,,32.0
2019-12-16,5.0,25.0,19.0,24.0,,25.0
2019-12-17,6.0,33.0,27.0,45.0,,45.0
2019-12-18,6.0,18.0,29.0,15.0,,29.0
2019-12-19,6.0,34.0,25.0,28.0,,34.0
2019-12-20,7.0,29.0,14.0,56.0,,56.0
2019-12-21,8.0,25.0,27.0,52.0,,52.0
2019-12-22,5.0,21.0,37.0,19.0,,37.0
2019-12-23,6.0,31.0,23.0,23.0,12.0,31.0
2019-12-24,6.0,29.0,33.0,22.0,,33.0
2019-12-25,3.0,10.0,28.0,15.0,,28.0
2019-12-26,7.0,33.0,22.0,29.0,,33.0
2019-12-27,8.0,32.0,20.0,34.0,,34.0
2019-12-28,8.0,25.0,18.0,38.0,,38.0
2019-12-29,5.0,16.0,23.0,27.0,,27.0
2019-12-30,7.0,25.0,19.0,31.0,,31.0
2019-12-31,9.0,28.0,,41.0,,41.0
2020-01-01,7.0,22.0,27.0,37.0,,37.0
2020-01-02,8.0,33.0,14.0,38.0,,38.0
2020-01-03,7.0,34.0,21.0,60.0,,60.0
2020-01-04,6.0,23.0,28.0,29.0,13.0,29.0
2020-01-05,5.0,22.0,32.0,21.0,,32.0
2020-01-06,7.0,33.0,19.0,30.0,,33.0
2020-01-07,7.0,25.0,34.0,28.0,,34.0
2020-01-08,3.0,32.0,33.0,22.0,,33.0
2020-01-09,6.0,27.0,25.0,20.0,,27.0
2020-01-10,7.0,25.0,34.0,32.0,,34.0
2020-01-11,3.0,19.0,33.0,24.0,,33.0
2020-01-12,5.0,22.0,34.0,22.0,,34.0
2020-01-13,5.0,39.0,35.0,14.0,,39.0
2020-01-14,3.0,21.0,32.0,25.0,,32.0
2020-01-15,6.0,27.0,31.0,26.0,,31.0
2020-01-16,5.0,31.0,33.0,20.0,8.0,33.0
2020-01-17,6.0,33.0,25.0,30.0,,33.0
2020-01-18,5.0,21.0,24.0,21.0,,24.0
2020-01-19,5.0,19.0,18.0,30.0,,30.0
2020-01-20,5.0,28.0,27.0,48.0,,48.0
2020-01-21,5.0,17.0,28.0,14.0,,28.0
2020-01-22,7.0,34.0,25.0,30.0,,34.0
2020-01-23,7.0,28.0,16.0,43.0,,43.0
2020-01-24,7.0,22.0,25.0,31.0,,31.0
2020-01-25,5.0,14.0,27.0,33.0,,33.0
2020-01-26,3.0,17.0,36.0,19.0,,36.0
2020-01-27,5.0,27.0,32.0,32.0,,32.0
2020-01-28,3.0,20.0,31.0,33.0,19.0,33.0
2020-01-29,6.0,30.0,23.0,44.0,,44.0
2020-01-30,5.0,23.0,19.0,34.0,,34.0
2020-01-31,7.0,29.0,15.0,55.0,,55.0
2020-02-01,7.0,23.0,26.0,67.0,,67.0
2020-02-02,3.0,16.0,36.0,23.0,,36.0
2020-02-03,3.0,9.0,32.0,12.0,,32.0
2020-02-04,6.0,34.0,31.0,21.0,,34.0
2020-02-05,8.0,34.0,23.0,36.0,,36.0
2020-02-06,7.0,26.0,25.0,45.0,,45.0
2020-02-07,8.0,30.0,29.0,52.0,,52.0
2020-02-08,6.0,19.0,29.0,37.0,,37.0
2020-02-09,6.0,11.0,33.0,16.0,16.0,33.0
2020-02-10,9.0,35.0,31.0,25.0,,35.0
2020-02-11,10.0,33.0,31.0,31.0,,33.0
2020-02-12,10.0,30.0,33.0,54.0,,54.0
2020-02-13,6.0,8.0,34.0,32.0,,34.0
2020-02-14,7.0,25.0,29.0,35.0,,35.0
2020-02-15,8.0,17.0,32.0,38.0,,38.0
2020-02-16,6.0,16.0,34.0,27.0,,34.0
2020-02-17,7.0,25.0,28.0,39.0,,39.0
2020-02-18,7.0,39.0,32.0,34.0,,39.0
2020-02-19,7.0,29.0,25.0,39.0,,39.0
2020-02-20,9.0,35.0,37.0,54.0,,54.0
2020-02-21,8.0,32.0,35.0,52.0,27.0,52.0
2020-02-22,8.0,24.0,37.0,52.0,,52.0
2020-02-23,6.0,20.0,32.0,28.0,,32.0
2020-02-24,7.0,33.0,28.0,38.0,,38.0
2020-02-25,9.0,34.0,30.0,48.0,,48.0
2020-02-26,10.0,33.0,42.0,53.0,,53.0
2020-02-27,10.0,37.0,33.0,58.0,,58.0
2020-02-28,10.0,38.0,32.0,56.0,,56.0
2020-02-29,6.0,5.0,40.0,34.0,,40.0
2020-03-01,6.0,15.0,35.0,20.0,,35.0
2020-03-02,7.0,23.0,34.0,20.0,,34.0
2020-03-03,9.0,30.0,25.0,52.0,,52.0
2020-03-04,8.0,25.0,34.0,54.0,28.0,54.0
2020-03-05,6.0,21.0,34.0,39.0,,39.0
2020-03-06,6.0,6.0,33.0,10.0,,33.0
2020-03-07,6.0,8.0,36.0,4.0,,36.0
2020-03-08,6.0,18.0,36.0,15.0,,36.0
2020-03-09,8.0,34.0,35.0,21.0,,35.0
2020-03-10,8.0,24.0,32.0,26.0,,32.0
2020-03-11,7.0,31.0,33.0,25.0,,33.0
2020-03-12,8.0,27.0,31.0,40.0,,40.0
2020-03-13,6.0,24.0,36.0,52.0,,52.0
2020-03-14,2.0,4.0,39.0,8.0,,39.0
2020-03-15,2.0,6.0,41.0,13.0,,41.0
2020-03-16,2.0,21.0,38.0,6.0,4.0,38.0
2020-03-17,3.0,21.0,35.0,8.0,,35.0
2020-03-18,2.0,13.0,36.0,15.0,,36.0
2020-03-19,3.0,24.0,37.0,19.0,,37.0
2020-03-20,3.0,28.0,36.0,24.0,,36.0
2020-03-21,3.0,23.0,39.0,23.0,,39.0
2020-03-22,3.0,18.0,35.0,26.0,,35.0
2020-03-23,3.0,8.0,40.0,28.0,,40.0
2020-03-24,3.0,11.0,38.0,8.0,,38.0
2020-03-25,5.0,26.0,37.0,7.0,,37.0
2020-03-26,3.0,26.0,33.0,14.0,,33.0
2020-03-27,3.0,8.0,44.0,30.0,,44.0
2020-03-28,3.0,9.0,41.0,38.0,14.0,41.0
2020-03-29,3.0,8.0,38.0,23.0,,38.0
2020-03-30,3.0,12.0,31.0,6.0,,31.0
2020-03-31,3.0,8.0,31.0,6.0,,31.0
2020-04-01,3.0,11.0,33.0,20.0,,33.0
2020-04-02,5.0,30.0,31.0,23.0,,31.0
2020-04-03,3.0,14.0,31.0,17.0,,31.0
2020-04-04,3.0,6.0,31.0,12.0,,31.0
2020-04-05,3.0,6.0,36.0,10.0,,36.0
2020-04-06,5.0,19.0,31.0,23.0,,31.0
2020-04-07,5.0,20.0,36.0,23.0,,36.0
2020-04-08,3.0,8.0,34.0,25.0,,34.0
2020-04-09,3.0,13.0,34.0,13.0,7.0,34.0
2020-04-10,3.0,12.0,34.0,22.0,,34.0
2020-04-11,3.0,4.0,36.0,14.0,,36.0
2020-04-12,3.0,3.0,39.0,51.0,,51.0
2020-04-13,3.0,9.0,39.0,53.0,,53.0
2020-04-14,5.0,26.0,40.0,37.0,,40.0
2020-04-15,6.0,28.0,33.0,48.0,,48.0
2020-04-16,3.0,7.0,29.0,19.0,,29.0
2020-04-17,3.0,6.0,38.0,29.0,,38.0
2020-04-18,3.0,2.0,38.0,23.0,,38.0
2020-04-19,3.0,3.0,38.0,20.0,,38.0
2020-04-20,3.0,10.0,32.0,22.0,,32.0
2020-04-21,3.0,8.0,31.0,27.0,20.0,31.0
2020-04-22,3.0,8.0,26.0,23.0,,26.0
2020-04-23,5.0,8.0,29.0,18.0,,29.0
2020-04-24,5.0,20.0,29.0,40.0,,40.0
2020-04-25,5.0,8.0,23.0,27.0,,27.0
2020-04-26,3.0,2.0,39.0,18.0,,39.0
2020-04-27,3.0,8.0,26.0,25.0,,26.0
2020-04-28,5.0,14.0,24.0,15.0,,24.0
2020-04-29,3.0,4.0,22.0,11.0,,22.0
2020-04-30,3.0,8.0,36.0,22.0,,36.0
2020-05-01,3.0,8.0,35.0,24.0,,35.0
2020-05-02,3.0,3.0,30.0,7.0,,30.0
2020-05-03,3.0,7.0,36.0,21.0,14.0,36.0
2020-05-04,5.0,22.0,40.0,30.0,,40.0
2020-05-05,3.0,7.0,35.0,20.0,,35.0
2020-05-06,3.0,22.0,37.0,40.0,,40.0
2020-05-07,5.0,27.0,32.0,57.0,,57.0
2020-05-08,5.0,22.0,37.0,52.0,,52.0
2020-05-09,2.0,3.0,40.0,35.0,,40.0
2020-05-10,2.0,2.0,42.0,30.0,,42.0
2020-05-11,3.0,,33.0,18.0,,33.0
2020-05-12,2.0,5.0,39.0,19.0,,39.0
2020-05-13,2.0,16.0,28.0,22.0,,28.0
2020-05-14,2.0,6.0,28.0,14.0,,28.0
2020-05-15,2.0,5.0,34.0,13.0,10.0,34.0
2020-05-16,2.0,4.0,20.0,7.0,,20.0
2020-05-17,2.0,1.0,36.0,18.0,,36.0
2020-05-18,2.0,4.0,35.0,15.0,,35.0
2020-05-19,2.0,9.0,33.0,20.0,,33.0
2020-05-20,2.0,9.0,28.0,28.0,,28.0
2020-05-21,2.0,5.0,34.0,36.0,,36.0
2020-05-22,2.0,7.0,31.0,35.0,,35.0
2020-05-23,3.0,15.0,30.0,44.0,,44.0
2020-05-24,2.0,7.0,31.0,51.0,,51.0
2020-05-25,3.0,10.0,34.0,51.0,,51.0
2020-05-26,3.0,15.0,27.0,51.0,,51.0
2020-05-27,3.0,10.0,28.0,45.0,23.0,45.0
2020-05-28,2.0,4.0,30.0,16.0,,30.0
2020-05-29,2.0,4.0,29.0,12.0,,29.0
2020-05-30,2.0,4.0,30.0,15.0,,30.0
2020-05-31,2.0,4.0,28.0,16.0,,28.0
2020-06-01,2.0,5.0,29.0,35.0,,35.0
2020-06-02,3.0,18.0,31.0,53.0,,53.0
2020-06-03,5.0,19.0,27.0,58.0,,58.0
2020-06-04,3.0,13.0,32.0,63.0,,63.0
2020-06-05,2.0,4.0,31.0,38.0,,38.0
2020-06-06,2.0,3.0,31.0,20.0,,31.0
2020-06-07,2.0,3.0,30.0,23.0,,30.0
2020-06-08,3.0,21.0,27.0,25.0,18.0,27.0
2020-06-09,3.0,22.0,27.0,33.0,,33.0
2020-06-10,2.0,8.0,17.0,19.0,,19.0
2020-06-11,2.0,6.0,22.0,20.0,,22.0
2020-06-12,2.0,6.0,27.0,22.0,,27.0
2020-06-13,2.0,4.0,26.0,17.0,,26.0
2020-06-14,2.0,4.0,22.0,8.0,,22.0
2020-06-15,2.0,8.0,29.0,22.0,,29.0
2020-06-16,2.0,8.0,28.0,33.0,,33.0
2020-06-17,3.0,21.0,28.0,31.0,,31.0
2020-06-18,5.0,20.0,32.0,55.0,,55.0
2020-06-19,2.0,5.0,28.0,30.0,,30.0
2020-06-20,2.0,2.0,22.0,15.0,6.0,22.0
2020-06-21,2.0,1.0,23.0,20.0,,23.0
2020-06-22,2.0,4.0,28.0,28.0,,28.0
2020-06-23,2.0,8.0,27.0,19.0,,27.0
2020-06-24,2.0,6.0,21.0,27.0,,27.0
2020-06-25,2.0,3.0,20.0,15.0,,20.0
2020-06-26,2.0,5.0,23.0,19.0,,23.0
2020-06-27,2.0,2.0,28.0,23.0,,28.0
2020-06-28,1.0,5.0,26.0,55.0,,55.0
2020-06-29,2.0,9.0,25.0,55.0,,55.0
2020-06-30,2.0,8.0,25.0,55.0,,55.0
2020-07-01,2.0,3.0,26.0,47.0,,47.0
2020-07-02,2.0,8.0,29.0,41.0,21.0,41.0
2020-07-03,2.0,3.0,36.0,43.0,,43.0
2020-07-04,2.0,6.0,32.0,74.0,,74.0
2020-07-05,2.0,2.0,33.0,56.0,,56.0
2020-07-06,2.0,8.0,31.0,42.0,,42.0
2020-07-07,2.0,8.0,29.0,45.0,,45.0
2020-07-08,2.0,5.0,21.0,49.0,,49.0
2020-07-09,2.0,5.0,21.0,51.0,,51.0
2020-07-10,2.0,3.0,19.0,27.0,,27.0
2020-07-11,2.0,6.0,26.0,42.0,,42.0
2020-07-12,2.0,2.0,27.0,47.0,,47.0
2020-07-13,2.0,3.0,29.0,52.0,,52.0
2020-07-14,2.0,5.0,29.0,40.0,19.0,40.0
2020-07-15,2.0,6.0,29.0,19.0,,29.0
2020-07-16,2.0,3.0,29.0,18.0,,29.0
2020-07-17,2.0,4.0,28.0,15.0,,28.0
2020-07-18,2.0,3.0,28.0,18.0,,28.0
2020-07-19,2.0,1.0,26.0,9.0,,26.0
2020-07-20,2.0,3.0,25.0,10.0,,25.0
2020-07-21,2.0,3.0,29.0,8.0,,29.0
2020-07-22,2.0,3.0,24.0,9.0,,24.0
2020-07-23,2.0,3.0,36.0,13.0,,36.0
2020-07-24,2.0,4.0,36.0,37.0,,37.0
2020-07-25,2.0,3.0,36.0,33.0,,36.0
2020-07-26,2.0,3.0,40.0,28.0,9.0,40.0
2020-07-27,2.0,3.0,27.0,15.0,,27.0
2020-07-28,2.0,4.0,25.0,39.0,,39.0
2020-07-29,2.0,4.0,27.0,11.0,,27.0
2020-07-30,2.0,4.0,23.0,16.0,,23.0
2020-07-31,2.0,4.0,18.0,22.0,,22.0
2020-08-01,2.0,3.0,15.0,13.0,,15.0
2020-08-02,1.0,3.0,18.0,22.0,,22.0
2020-08-03,2.0,4.0,18.0,29.0,,29.0
2020-08-04,2.0,3.0,23.0,33.0,,33.0
2020-08-05,2.0,3.0,25.0,33.0,,33.0
2020-08-06,2.0,6.0,24.0,29.0,,29.0
2020-08-07,2.0,4.0,24.0,52.0,24.0,52.0
2020-08-08,2.0,5.0,22.0,38.0,,38.0
2020-08-09,2.0,3.0,23.0,25.0,,25.0
2020-08-10,2.0,6.0,25.0,29.0,,29.0
2020-08-11,2.0,4.0,25.0,18.0,,25.0
2020-08-12,2.0,6.0,23.0,18.0,,23.0
2020-08-13,5.0,18.0,31.0,53.0,,53.0
2020-08-14,5.0,26.0,33.0,43.0,,43.0
2020-08-15,3.0,11.0,30.0,49.0,,49.0
2020-08-16,3.0,8.0,29.0,43.0,,43.0
2020-08-17,3.0,11.0,18.0,29.0,,29.0
2020-08-18,5.0,14.0,19.0,48.0,,48.0
2020-08-19,6.0,19.0,24.0,111.0,52.0,111.0
2020-08-20,5.0,6.0,14.0,64.0,,64.0
2020-08-21,6.0,9.0,20.0,81.0,,81.0
2020-08-22,6.0,8.0,23.0,72.0,,72.0
2020-08-23,6.0,6.0,27.0,74.0,,74.0
2020-08-24,7.0,18.0,25.0,68.0,,68.0
2020-08-25,7.0,7.0,27.0,77.0,,77.0
2020-08-26,2.0,4.0,25.0,33.0,,33.0
2020-08-27,3.0,5.0,23.0,33.0,,33.0
2020-08-28,13.0,6.0,24.0,96.0,,96.0
2020-08-29,6.0,6.0,23.0,57.0,,57.0
2020-08-30,5.0,4.0,24.0,57.0,,57.0
2020-08-31,7.0,8.0,31.0,82.0,28.0,82.0
2020-09-01,6.0,7.0,33.0,70.0,,70.0
2020-09-02,2.0,4.0,31.0,43.0,,43.0
2020-09-03,6.0,5.0,30.0,72.0,,72.0
2020-09-04,5.0,7.0,32.0,63.0,,63.0
2020-09-05,6.0,23.0,41.0,74.0,,74.0
2020-09-06,10.0,25.0,51.0,94.0,,94.0
2020-09-07,9.0,27.0,32.0,76.0,,76.0
2020-09-08,5.0,14.0,22.0,48.0,,48.0
2020-09-09,7.0,13.0,31.0,92.0,,92.0
2020-09-10,16.0,16.0,32.0,186.0,,186.0
2020-09-11,18.0,31.0,37.0,198.0,,198.0
2020-09-12,16.0,15.0,38.0,172.0,74.0,172.0
2020-09-13,16.0,5.0,44.0,180.0,,180.0
2020-09-14,16.0,5.0,42.0,180.0,,180.0
2020-09-15,8.0,12.0,18.0,67.0,,67.0
2020-09-16,2.0,7.0,10.0,7.0,,10.0
2020-09-17,3.0,6.0,20.0,15.0,,20.0
2020-09-18,5.0,8.0,28.0,23.0,,28.0
2020-09-19,5.0,9.0,25.0,37.0,,37.0
2020-09-20,6.0,14.0,31.0,53.0,,53.0
2020-09-21,5.0,6.0,26.0,42.0,,42.0
2020-09-22,3.0,6.0,25.0,17.0,,25.0
2020-09-23,3.0,16.0,21.0,15.0,,21.0
2020-09-24,3.0,9.0,30.0,19.0,12.0,30.0
2020-09-25,3.0,11.0,27.0,42.0,,42.0
2020-09-26,5.0,15.0,23.0,35.0,,35.0
2020-09-27,8.0,37.0,41.0,63.0,,63.0
2020-09-28,10.0,36.0,41.0,63.0,,63.0
2020-09-29,3.0,11.0,38.0,15.0,,38.0
2020-09-30,7.0,23.0,32.0,66.0,,66.0
2020-10-01,10.0,36.0,32.0,130.0,,130.0
2020-10-02,11.0,32.0,33.0,126.0,,126.0
2020-10-03,7.0,18.0,30.0,55.0,,55.0
2020-10-04,3.0,5.0,27.0,34.0,,34.0
2020-10-05,6.0,17.0,25.0,36.0,,36.0
2020-10-06,6.0,13.0,32.0,54.0,19.0,54.0
2020-10-07,5.0,8.0,34.0,82.0,,82.0
2020-10-08,5.0,6.0,35.0,60.0,,60.0
2020-10-09,3.0,9.0,20.0,5.0,,20.0
2020-10-10,3.0,14.0,21.0,12.0,,21.0
2020-10-11,5.0,21.0,28.0,30.0,,30.0
2020-10-12,7.0,23.0,32.0,44.0,,44.0
2020-10-13,7.0,28.0,26.0,48.0,,48.0
2020-10-14,8.0,25.0,24.0,49.0,,49.0
2020-10-15,8.0,38.0,37.0,56.0,,56.0
2020-10-16,9.0,30.0,31.0,44.0,,44.0
2020-10-17,8.0,30.0,43.0,52.0,,52.0
2020-10-18,6.0,12.0,36.0,52.0,27.0,52.0
2020-10-19,5.0,16.0,21.0,33.0,,33.0
2020-10-20,6.0,23.0,27.0,37.0,,37.0
2020-10-21,6.0,24.0,21.0,53.0,,53.0
2020-10-22,3.0,16.0,29.0,44.0,,44.0
2020-10-23,5.0,22.0,35.0,31.0,,35.0
2020-10-24,3.0,9.0,36.0,34.0,,36.0
2020-10-25,2.0,8.0,35.0,29.0,,35.0
2020-10-26,5.0,22.0,41.0,37.0,,41.0
2020-10-27,8.0,40.0,33.0,40.0,,40.0
2020-10-28,7.0,32.0,42.0,50.0,,50.0
2020-10-29,7.0,37.0,49.0,55.0,,55.0
2020-10-30,6.0,22.0,32.0,50.0,23.0,50.0
2020-10-31,7.0,25.0,40.0,53.0,,53.0
2020-11-01,9.0,34.0,44.0,64.0,,64.0
2020-11-02,10.0,37.0,33.0,60.0,,60.0
2020-11-03,5.0,10.0,29.0,30.0,,30.0
2020-11-04,6.0,17.0,19.0,13.0,,19.0
2020-11-05,7.0,23.0,32.0,22.0,,32.0
2020-11-06,3.0,5.0,37.0,10.0,,37.0
2020-11-07,3.0,15.0,33.0,21.0,,33.0
2020-11-08,3.0,14.0,32.0,25.0,,32.0
2020-11-09,6.0,35.0,24.0,25.0,,35.0
2020-11-10,7.0,28.0,31.0,29.0,,31.0
2020-11-11,5.0,21.0,26.0,22.0,12.0,26.0
2020-11-12,6.0,18.0,31.0,33.0,,33.0
2020-11-13,5.0,22.0,31.0,15.0,,31.0
2020-11-14,6.0,24.0,27.0,26.0,,27.0
2020-11-15,9.0,32.0,24.0,45.0,,45.0
2020-11-16,9.0,36.0,23.0,42.0,,42.0
2020-11-17,9.0,33.0,31.0,20.0,,33.0
2020-11-18,6.0,19.0,31.0,6.0,,31.0
2020-11-19,6.0,21.0,22.0,28.0,,28.0
2020-11-20,10.0,30.0,20.0,35.0,,35.0
2020-11-21,10.0,36.0,22.0,46.0,,46.0
2020-11-22,11.0,28.0,24.0,37.0,,37.0
2020-11-23,6.0,20.0,23.0,13.0,11.0,23.0
2020-11-24,7.0,23.0,29.0,32.0,,32.0
2020-11-25,5.0,14.0,24.0,18.0,,24.0
2020-11-26,5.0,23.0,27.0,10.0,,27.0
2020-11-27,7.0,31.0,21.0,25.0,,31.0
2020-11-28,7.0,38.0,28.0,56.0,,56.0
2020-11-29,8.0,36.0,23.0,56.0,,56.0
2020-11-30,8.0,31.0,17.0,46.0,,46.0
2020-12-01,7.0,30.0,20.0,35.0,,35.0
2020-12-02,8.0,29.0,22.0,47.0,,47.0
2020-12-03,7.0,35.0,28.0,69.0,,69.0
2020-12-04,9.0,44.0,19.0,86.0,,86.0
2020-12-05,10.0,37.0,24.0,62.0,29.0,62.0
2020-12-06,8.0,31.0,29.0,30.0,,31.0
2020-12-07,8.0,28.0,29.0,19.0,,29.0
2020-12-08,9.0,,,40.0,,40.0
2020-12-09,9.0,44.0,31.0,78.0,,78.0
2020-12-10,10.0,40.0,31.0,60.0,,60.0
2020-12-11,5.0,22.0,30.0,18.0,,30.0
2020-12-12,5.0,13.0,20.0,7.0,,20.0
2020-12-13,6.0,14.0,32.0,22.0,,32.0
2020-12-14,6.0,25.0,19.0,24.0,,25.0
2020-12-15,8.0,24.0,9.0,43.0,,43.0
2020-12-16,8.0,22.0,30.0,51.0,,51.0
2020-12-17,6.0,23.0,31.0,20.0,13.0,31.0
2020-12-18,7.0,29.0,17.0,33.0,,33.0
2020-12-19,9.0,29.0,22.0,57.0,,57.0
2020-12-20,9.0,22.0,22.0,55.0,,55.0
2020-12-21,7.0,26.0,20.0,60.0,,60.0
2020-12-22,8.0,31.0,22.0,24.0,,31.0
2020-12-23,9.0,29.0,26.0,30.0,,30.0
2020-12-24,6.0,29.0,17.0,68.0,,68.0
2020-12-25,7.0,23.0,36.0,51.0,,51.0
2020-12-26,6.0,25.0,33.0,25.0,,33.0
2020-12-27,6.0,19.0,23.0,28.0,,28.0
2020-12-28,6.0,24.0,28.0,23.0,,28.0
2020-12-29,8.0,25.0,19.0,35.0,18.0,35.0
2020-12-30,8.0,24.0,32.0,22.0,,32.0
2020-12-31,7.0,25.0,32.0,33.0,,33.0
