Date,Daily_Max_1-hr_NO2_Concentration,UNITS,AQI_NO2,Site_Name
06/28/2016,10.8,ppb,9,San Francisco
07/01/2016,4.7,ppb,4,San Francisco
07/02/2016,3.5,ppb,3,San Francisco
07/03/2016,2.2,ppb,2,San Francisco
07/04/2016,3.1,ppb,3,San Francisco
07/05/2016,8.0,ppb,8,San Francisco
07/06/2016,8.2,ppb,8,San Francisco
07/07/2016,13.5,ppb,12,San Francisco
07/08/2016,7.9,ppb,7,San Francisco
07/09/2016,3.8,ppb,3,San Francisco
07/10/2016,11.3,ppb,10,San Francisco
07/11/2016,16.0,ppb,15,San Francisco
07/12/2016,7.4,ppb,7,San Francisco
07/13/2016,9.8,ppb,8,San Francisco
07/14/2016,10.5,ppb,9,San Francisco
07/15/2016,8.7,ppb,8,San Francisco
07/16/2016,4.6,ppb,4,San Francisco
07/17/2016,0.9,ppb,0,San Francisco
07/18/2016,7.9,ppb,7,San Francisco
07/19/2016,9.7,ppb,8,San Francisco
07/20/2016,8.2,ppb,8,San Francisco
07/21/2016,8.5,ppb,8,San Francisco
07/22/2016,10.5,ppb,9,San Francisco
07/23/2016,10.3,ppb,9,San Francisco
07/24/2016,3.1,ppb,3,San Francisco
07/25/2016,10.8,ppb,9,San Francisco
07/26/2016,24.5,ppb,23,San Francisco
07/29/2016,7.6,ppb,7,San Francisco
07/30/2016,5.1,ppb,5,San Francisco
07/31/2016,3.1,ppb,3,San Francisco
08/01/2016,6.9,ppb,6,San Francisco
08/02/2016,7.1,ppb,7,San Francisco
08/03/2016,7.6,ppb,7,San Francisco
08/04/2016,7.4,ppb,7,San Francisco
08/05/2016,9.8,ppb,8,San Francisco
08/06/2016,3.3,ppb,3,San Francisco
08/07/2016,3.1,ppb,3,San Francisco
08/08/2016,7.2,ppb,7,San Francisco
08/09/2016,8.5,ppb,8,San Francisco
08/10/2016,7.7,ppb,7,San Francisco
08/11/2016,8.0,ppb,8,San Francisco
08/12/2016,7.2,ppb,7,San Francisco
08/13/2016,8.2,ppb,8,San Francisco
08/14/2016,5.3,ppb,5,San Francisco
08/15/2016,5.5,ppb,5,San Francisco
08/16/2016,8.8,ppb,8,San Francisco
08/17/2016,7.2,ppb,7,San Francisco
08/18/2016,11.7,ppb,10,San Francisco
08/19/2016,9.3,ppb,8,San Francisco
08/20/2016,5.0,ppb,5,San Francisco
08/21/2016,4.4,ppb,4,San Francisco
08/22/2016,11.0,ppb,10,San Francisco
08/23/2016,8.9,ppb,8,San Francisco
08/24/2016,6.6,ppb,6,San Francisco
08/25/2016,8.6,ppb,8,San Francisco
08/26/2016,5.2,ppb,5,San Francisco
08/27/2016,4.1,ppb,4,San Francisco
08/28/2016,4.4,ppb,4,San Francisco
08/29/2016,7.5,ppb,7,San Francisco
08/30/2016,9.7,ppb,8,San Francisco
09/01/2016,6.6,ppb,6,San Francisco
09/02/2016,10.9,ppb,9,San Francisco
09/03/2016,4.5,ppb,4,San Francisco
09/04/2016,7.1,ppb,7,San Francisco
09/05/2016,12.5,ppb,11,San Francisco
09/06/2016,24.8,ppb,23,San Francisco
09/07/2016,27.9,ppb,25,San Francisco
09/08/2016,13.3,ppb,12,San Francisco
09/09/2016,11.2,ppb,10,San Francisco
09/10/2016,6.9,ppb,6,San Francisco
09/11/2016,4.0,ppb,4,San Francisco
09/12/2016,9.4,ppb,8,San Francisco
09/13/2016,30.1,ppb,28,San Francisco
09/14/2016,27.2,ppb,25,San Francisco
09/15/2016,12.0,ppb,11,San Francisco
09/16/2016,11.3,ppb,10,San Francisco
09/17/2016,15.9,ppb,14,San Francisco
09/18/2016,22.3,ppb,21,San Francisco
09/19/2016,34.7,ppb,32,San Francisco
09/20/2016,9.4,ppb,8,San Francisco
09/21/2016,12.8,ppb,11,San Francisco
09/22/2016,14.3,ppb,13,San Francisco
09/23/2016,27.8,ppb,25,San Francisco
09/24/2016,23.1,ppb,22,San Francisco
09/25/2016,45.6,ppb,42,San Francisco
09/26/2016,54.3,ppb,51,San Francisco
09/27/2016,37.3,ppb,35,San Francisco
09/28/2016,12.1,ppb,11,San Francisco
09/29/2016,8.1,ppb,8,San Francisco
09/30/2016,9.2,ppb,8,San Francisco
10/01/2016,18.6,ppb,17,San Francisco
10/02/2016,5.8,ppb,5,San Francisco
10/03/2016,24.3,ppb,23,San Francisco
10/04/2016,22.7,ppb,21,San Francisco
10/05/2016,38.6,ppb,36,San Francisco
10/06/2016,38.2,ppb,36,San Francisco
10/07/2016,40.1,ppb,38,San Francisco
10/08/2016,39.2,ppb,37,San Francisco
10/09/2016,27.1,ppb,25,San Francisco
10/10/2016,15.6,ppb,14,San Francisco
10/11/2016,19.4,ppb,18,San Francisco
10/12/2016,10.5,ppb,9,San Francisco
10/13/2016,10.1,ppb,9,San Francisco
10/14/2016,10.1,ppb,9,San Francisco
10/15/2016,12.3,ppb,11,San Francisco
10/16/2016,12.4,ppb,11,San Francisco
10/17/2016,41.3,ppb,39,San Francisco
10/18/2016,32.5,ppb,30,San Francisco
10/19/2016,30.9,ppb,28,San Francisco
10/20/2016,49.1,ppb,46,San Francisco
10/21/2016,27.1,ppb,25,San Francisco
10/22/2016,20.3,ppb,19,San Francisco
10/23/2016,7.4,ppb,7,San Francisco
10/24/2016,19.7,ppb,18,San Francisco
10/25/2016,16.2,ppb,15,San Francisco
10/26/2016,24.4,ppb,23,San Francisco
10/27/2016,26.6,ppb,25,San Francisco
10/28/2016,20.3,ppb,19,San Francisco
10/29/2016,19.2,ppb,18,San Francisco
10/30/2016,10.2,ppb,9,San Francisco
10/31/2016,28.1,ppb,26,San Francisco
11/01/2016,28.8,ppb,26,San Francisco
11/02/2016,32.7,ppb,30,San Francisco
11/03/2016,38.8,ppb,36,San Francisco
11/04/2016,37.9,ppb,35,San Francisco
11/05/2016,23.5,ppb,22,San Francisco
11/06/2016,23.2,ppb,22,San Francisco
11/07/2016,37.2,ppb,35,San Francisco
11/08/2016,40.2,ppb,38,San Francisco
11/09/2016,34.0,ppb,32,San Francisco
11/10/2016,37.8,ppb,35,San Francisco
11/11/2016,32.7,ppb,30,San Francisco
11/12/2016,14.2,ppb,13,San Francisco
11/13/2016,22.3,ppb,21,San Francisco
11/14/2016,24.3,ppb,23,San Francisco
11/15/2016,27.0,ppb,25,San Francisco
11/16/2016,26.8,ppb,25,San Francisco
11/17/2016,37.2,ppb,35,San Francisco
11/18/2016,33.1,ppb,31,San Francisco
11/19/2016,10.1,ppb,9,San Francisco
11/20/2016,30.4,ppb,28,San Francisco
11/21/2016,41.0,ppb,39,San Francisco
11/22/2016,54.3,ppb,51,San Francisco
11/23/2016,38.0,ppb,36,San Francisco
11/24/2016,33.6,ppb,31,San Francisco
11/25/2016,35.1,ppb,33,San Francisco
11/26/2016,11.5,ppb,10,San Francisco
11/27/2016,12.5,ppb,11,San Francisco
11/28/2016,37.4,ppb,35,San Francisco
11/29/2016,46.7,ppb,43,San Francisco
11/30/2016,28.5,ppb,26,San Francisco
12/01/2016,44.0,ppb,42,San Francisco
12/02/2016,39.5,ppb,37,San Francisco
12/03/2016,33.0,ppb,31,San Francisco
12/04/2016,27.3,ppb,25,San Francisco
12/05/2016,30.7,ppb,28,San Francisco
12/08/2016,30.9,ppb,28,San Francisco
12/09/2016,30.7,ppb,28,San Francisco
12/10/2016,14.3,ppb,13,San Francisco
12/11/2016,22.1,ppb,21,San Francisco
12/12/2016,31.7,ppb,29,San Francisco
12/13/2016,31.2,ppb,29,San Francisco
12/14/2016,32.3,ppb,30,San Francisco
12/15/2016,11.2,ppb,10,San Francisco
12/16/2016,12.6,ppb,11,San Francisco
12/17/2016,39.3,ppb,37,San Francisco
12/18/2016,36.7,ppb,34,San Francisco
12/19/2016,29.2,ppb,27,San Francisco
12/20/2016,33.9,ppb,31,San Francisco
12/21/2016,42.1,ppb,40,San Francisco
12/22/2016,38.0,ppb,36,San Francisco
12/23/2016,30.2,ppb,28,San Francisco
12/24/2016,29.7,ppb,27,San Francisco
12/25/2016,28.1,ppb,26,San Francisco
12/26/2016,33.2,ppb,31,San Francisco
12/27/2016,58.1,ppb,55,San Francisco
12/28/2016,37.5,ppb,35,San Francisco
12/29/2016,41.3,ppb,39,San Francisco
12/30/2016,36.3,ppb,34,San Francisco
12/31/2016,18.5,ppb,17,San Francisco
01/01/2017,11.3,ppb,10,San Francisco
01/02/2017,34.0,ppb,32,San Francisco
01/03/2017,18.1,ppb,17,San Francisco
01/04/2017,18.5,ppb,17,San Francisco
01/05/2017,33.3,ppb,31,San Francisco
01/06/2017,28.8,ppb,26,San Francisco
01/07/2017,22.7,ppb,21,San Francisco
01/08/2017,5.4,ppb,5,San Francisco
01/09/2017,17.1,ppb,16,San Francisco
01/10/2017,13.8,ppb,12,San Francisco
01/11/2017,27.1,ppb,25,San Francisco
01/12/2017,30.9,ppb,28,San Francisco
01/13/2017,29.2,ppb,27,San Francisco
01/14/2017,25.8,ppb,24,San Francisco
01/15/2017,28.2,ppb,26,San Francisco
01/16/2017,26.3,ppb,25,San Francisco
01/17/2017,35.2,ppb,33,San Francisco
01/18/2017,29.4,ppb,27,San Francisco
01/19/2017,15.3,ppb,14,San Francisco
01/20/2017,36.1,ppb,34,San Francisco
01/21/2017,7.0,ppb,7,San Francisco
01/22/2017,16.1,ppb,15,San Francisco
01/23/2017,38.2,ppb,36,San Francisco
01/24/2017,36.3,ppb,34,San Francisco
01/25/2017,33.9,ppb,31,San Francisco
01/26/2017,37.5,ppb,35,San Francisco
01/27/2017,35.2,ppb,33,San Francisco
01/28/2017,32.3,ppb,30,San Francisco
01/29/2017,35.9,ppb,33,San Francisco
01/30/2017,45.5,ppb,42,San Francisco
01/31/2017,40.9,ppb,38,San Francisco
02/01/2017,34.0,ppb,32,San Francisco
02/02/2017,23.4,ppb,22,San Francisco
02/03/2017,7.7,ppb,7,San Francisco
02/04/2017,17.6,ppb,16,San Francisco
02/05/2017,17.3,ppb,16,San Francisco
02/06/2017,12.2,ppb,11,San Francisco
02/07/2017,27.9,ppb,25,San Francisco
02/08/2017,25.8,ppb,24,San Francisco
02/09/2017,9.8,ppb,8,San Francisco
02/10/2017,20.3,ppb,19,San Francisco
02/11/2017,24.5,ppb,23,San Francisco
02/12/2017,24.5,ppb,23,San Francisco
02/13/2017,32.8,ppb,30,San Francisco
02/14/2017,33.8,ppb,31,San Francisco
02/15/2017,33.0,ppb,31,San Francisco
02/16/2017,22.9,ppb,21,San Francisco
02/17/2017,22.2,ppb,21,San Francisco
02/18/2017,12.9,ppb,11,San Francisco
02/19/2017,6.1,ppb,6,San Francisco
02/20/2017,14.3,ppb,13,San Francisco
02/21/2017,15.3,ppb,14,San Francisco
02/22/2017,42.7,ppb,40,San Francisco
02/23/2017,29.9,ppb,27,San Francisco
02/24/2017,54.7,ppb,51,San Francisco
02/25/2017,20.0,ppb,19,San Francisco
02/26/2017,23.3,ppb,22,San Francisco
02/27/2017,31.3,ppb,29,San Francisco
02/28/2017,31.0,ppb,29,San Francisco
03/01/2017,37.0,ppb,35,San Francisco
03/02/2017,36.5,ppb,34,San Francisco
03/03/2017,28.2,ppb,26,San Francisco
03/04/2017,8.0,ppb,8,San Francisco
03/05/2017,15.0,ppb,14,San Francisco
03/06/2017,32.8,ppb,30,San Francisco
03/07/2017,53.7,ppb,50,San Francisco
03/08/2017,36.1,ppb,34,San Francisco
03/09/2017,40.5,ppb,38,San Francisco
03/10/2017,24.2,ppb,23,San Francisco
03/11/2017,21.2,ppb,20,San Francisco
03/12/2017,22.1,ppb,21,San Francisco
03/13/2017,39.7,ppb,37,San Francisco
03/15/2017,11.8,ppb,10,San Francisco
03/16/2017,17.2,ppb,16,San Francisco
03/17/2017,36.0,ppb,34,San Francisco
03/18/2017,18.8,ppb,17,San Francisco
03/19/2017,13.1,ppb,12,San Francisco
03/20/2017,19.8,ppb,18,San Francisco
03/21/2017,12.5,ppb,11,San Francisco
03/22/2017,13.9,ppb,12,San Francisco
03/23/2017,27.0,ppb,25,San Francisco
03/24/2017,23.3,ppb,22,San Francisco
03/25/2017,20.0,ppb,19,San Francisco
03/26/2017,7.9,ppb,7,San Francisco
03/27/2017,26.7,ppb,25,San Francisco
03/28/2017,34.8,ppb,32,San Francisco
03/29/2017,40.1,ppb,38,San Francisco
03/30/2017,9.3,ppb,8,San Francisco
03/31/2017,18.0,ppb,17,San Francisco
04/01/2017,30.3,ppb,28,San Francisco
04/02/2017,11.2,ppb,10,San Francisco
04/03/2017,44.9,ppb,42,San Francisco
04/04/2017,21.3,ppb,20,San Francisco
04/05/2017,45.5,ppb,42,San Francisco
04/06/2017,51.4,ppb,48,San Francisco
04/07/2017,19.1,ppb,18,San Francisco
04/08/2017,24.8,ppb,23,San Francisco
04/09/2017,22.0,ppb,21,San Francisco
04/10/2017,26.9,ppb,25,San Francisco
04/11/2017,38.3,ppb,36,San Francisco
04/12/2017,15.6,ppb,14,San Francisco
04/13/2017,20.3,ppb,19,San Francisco
04/14/2017,25.9,ppb,24,San Francisco
04/15/2017,23.8,ppb,22,San Francisco
04/16/2017,22.9,ppb,21,San Francisco
04/17/2017,23.4,ppb,22,San Francisco
04/18/2017,20.8,ppb,19,San Francisco
04/19/2017,29.1,ppb,27,San Francisco
04/20/2017,25.2,ppb,24,San Francisco
04/21/2017,31.0,ppb,29,San Francisco
04/22/2017,15.2,ppb,14,San Francisco
04/23/2017,6.0,ppb,6,San Francisco
04/24/2017,14.8,ppb,13,San Francisco
04/25/2017,11.0,ppb,10,San Francisco
04/26/2017,11.1,ppb,10,San Francisco
04/27/2017,38.9,ppb,36,San Francisco
04/28/2017,43.3,ppb,41,San Francisco
04/29/2017,15.3,ppb,14,San Francisco
04/30/2017,11.1,ppb,10,San Francisco
05/01/2017,36.6,ppb,34,San Francisco
05/02/2017,28.3,ppb,26,San Francisco
05/03/2017,38.9,ppb,36,San Francisco
05/04/2017,13.7,ppb,12,San Francisco
05/05/2017,7.1,ppb,7,San Francisco
05/06/2017,9.4,ppb,8,San Francisco
05/07/2017,9.7,ppb,8,San Francisco
05/08/2017,15.6,ppb,14,San Francisco
05/09/2017,30.6,ppb,28,San Francisco
05/11/2017,10.5,ppb,9,San Francisco
05/12/2017,13.1,ppb,12,San Francisco
05/13/2017,7.2,ppb,7,San Francisco
05/14/2017,16.3,ppb,15,San Francisco
05/15/2017,31.6,ppb,29,San Francisco
05/17/2017,15.6,ppb,14,San Francisco
05/18/2017,36.3,ppb,34,San Francisco
05/19/2017,40.1,ppb,38,San Francisco
05/20/2017,17.7,ppb,16,San Francisco
05/21/2017,9.8,ppb,8,San Francisco
05/22/2017,9.3,ppb,8,San Francisco
05/23/2017,8.0,ppb,8,San Francisco
05/24/2017,10.2,ppb,9,San Francisco
05/25/2017,15.0,ppb,14,San Francisco
05/26/2017,9.6,ppb,8,San Francisco
05/27/2017,4.8,ppb,4,San Francisco
05/28/2017,3.3,ppb,3,San Francisco
05/29/2017,3.3,ppb,3,San Francisco
05/30/2017,6.1,ppb,6,San Francisco
05/31/2017,13.7,ppb,12,San Francisco
06/01/2017,10.0,ppb,9,San Francisco
06/02/2017,7.6,ppb,7,San Francisco
06/03/2017,4.3,ppb,4,San Francisco
06/04/2017,5.7,ppb,5,San Francisco
06/05/2017,14.0,ppb,13,San Francisco
06/06/2017,6.6,ppb,6,San Francisco
06/07/2017,6.6,ppb,6,San Francisco
06/08/2017,18.1,ppb,17,San Francisco
06/09/2017,16.8,ppb,15,San Francisco
06/10/2017,5.6,ppb,5,San Francisco
06/11/2017,5.7,ppb,5,San Francisco
06/12/2017,13.2,ppb,12,San Francisco
06/13/2017,18.4,ppb,17,San Francisco
06/14/2017,16.1,ppb,15,San Francisco
06/15/2017,18.0,ppb,17,San Francisco
06/16/2017,17.7,ppb,16,San Francisco
06/17/2017,23.8,ppb,22,San Francisco
06/18/2017,22.1,ppb,21,San Francisco
06/19/2017,12.6,ppb,11,San Francisco
06/20/2017,7.2,ppb,7,San Francisco
06/21/2017,9.9,ppb,8,San Francisco
06/22/2017,11.5,ppb,10,San Francisco
06/23/2017,7.6,ppb,7,San Francisco
06/24/2017,4.1,ppb,4,San Francisco
06/25/2017,4.5,ppb,4,San Francisco
06/26/2017,8.4,ppb,8,San Francisco
06/27/2017,5.7,ppb,5,San Francisco
06/28/2017,9.7,ppb,8,San Francisco
06/29/2017,10.1,ppb,9,San Francisco
06/30/2017,14.7,ppb,13,San Francisco
07/01/2017,4.4,ppb,4,San Francisco
07/02/2017,2.5,ppb,2,San Francisco
07/03/2017,6.4,ppb,6,San Francisco
07/04/2017,3.8,ppb,3,San Francisco
07/05/2017,12.8,ppb,11,San Francisco
07/06/2017,14.1,ppb,13,San Francisco
07/07/2017,24.2,ppb,23,San Francisco
07/08/2017,19.8,ppb,18,San Francisco
07/09/2017,3.6,ppb,3,San Francisco
07/10/2017,6.4,ppb,6,San Francisco
07/11/2017,6.6,ppb,6,San Francisco
07/12/2017,6.5,ppb,6,San Francisco
07/13/2017,12.9,ppb,11,San Francisco
07/14/2017,13.5,ppb,12,San Francisco
07/15/2017,15.8,ppb,14,San Francisco
07/16/2017,18.4,ppb,17,San Francisco
07/17/2017,9.4,ppb,8,San Francisco
07/18/2017,7.6,ppb,7,San Francisco
07/19/2017,15.2,ppb,14,San Francisco
07/20/2017,10.7,ppb,9,San Francisco
07/21/2017,11.9,ppb,10,San Francisco
07/22/2017,10.3,ppb,9,San Francisco
07/23/2017,8.3,ppb,8,San Francisco
07/24/2017,8.8,ppb,8,San Francisco
07/25/2017,12.0,ppb,11,San Francisco
07/26/2017,8.3,ppb,8,San Francisco
07/27/2017,16.8,ppb,15,San Francisco
07/28/2017,10.1,ppb,9,San Francisco
07/29/2017,4.2,ppb,4,San Francisco
07/30/2017,4.4,ppb,4,San Francisco
07/31/2017,10.8,ppb,9,San Francisco
08/01/2017,17.7,ppb,16,San Francisco
08/02/2017,18.3,ppb,17,San Francisco
08/03/2017,33.7,ppb,31,San Francisco
08/04/2017,15.6,ppb,14,San Francisco
08/05/2017,3.9,ppb,3,San Francisco
08/06/2017,6.2,ppb,6,San Francisco
08/07/2017,8.6,ppb,8,San Francisco
08/08/2017,8.4,ppb,8,San Francisco
08/09/2017,7.1,ppb,7,San Francisco
08/10/2017,10.0,ppb,9,San Francisco
08/11/2017,17.2,ppb,16,San Francisco
08/12/2017,4.1,ppb,4,San Francisco
08/13/2017,2.6,ppb,2,San Francisco
08/14/2017,6.5,ppb,6,San Francisco
08/15/2017,7.6,ppb,7,San Francisco
08/16/2017,10.2,ppb,9,San Francisco
08/17/2017,10.6,ppb,9,San Francisco
08/18/2017,11.0,ppb,10,San Francisco
08/19/2017,4.3,ppb,4,San Francisco
08/20/2017,4.5,ppb,4,San Francisco
08/21/2017,7.6,ppb,7,San Francisco
08/22/2017,7.8,ppb,7,San Francisco
08/23/2017,8.5,ppb,8,San Francisco
08/24/2017,10.6,ppb,9,San Francisco
08/25/2017,8.4,ppb,8,San Francisco
08/26/2017,22.6,ppb,21,San Francisco
08/27/2017,12.8,ppb,11,San Francisco
08/28/2017,13.7,ppb,12,San Francisco
08/29/2017,7.6,ppb,7,San Francisco
08/30/2017,9.2,ppb,8,San Francisco
08/31/2017,43.4,ppb,41,San Francisco
09/01/2017,48.6,ppb,45,San Francisco
09/02/2017,44.7,ppb,42,San Francisco
09/03/2017,40.0,ppb,38,San Francisco
09/04/2017,16.2,ppb,15,San Francisco
09/05/2017,19.1,ppb,18,San Francisco
09/06/2017,18.6,ppb,17,San Francisco
09/07/2017,9.4,ppb,8,San Francisco
09/08/2017,9.5,ppb,8,San Francisco
09/09/2017,7.5,ppb,7,San Francisco
09/10/2017,22.2,ppb,21,San Francisco
09/11/2017,25.3,ppb,24,San Francisco
09/12/2017,26.6,ppb,25,San Francisco
09/13/2017,9.4,ppb,8,San Francisco
09/14/2017,11.5,ppb,10,San Francisco
09/15/2017,16.9,ppb,15,San Francisco
09/16/2017,9.4,ppb,8,San Francisco
09/17/2017,5.9,ppb,5,San Francisco
09/18/2017,7.7,ppb,7,San Francisco
09/19/2017,24.0,ppb,23,San Francisco
09/20/2017,11.8,ppb,10,San Francisco
09/21/2017,15.2,ppb,14,San Francisco
09/22/2017,17.7,ppb,16,San Francisco
09/23/2017,23.0,ppb,22,San Francisco
09/24/2017,25.4,ppb,24,San Francisco
09/25/2017,66.9,ppb,64,San Francisco
09/26/2017,43.5,ppb,41,San Francisco
09/27/2017,48.9,ppb,45,San Francisco
09/28/2017,38.8,ppb,36,San Francisco
09/29/2017,8.3,ppb,8,San Francisco
09/30/2017,14.5,ppb,13,San Francisco
10/01/2017,30.4,ppb,28,San Francisco
10/02/2017,37.5,ppb,35,San Francisco
10/03/2017,25.5,ppb,24,San Francisco
10/04/2017,32.8,ppb,30,San Francisco
10/05/2017,36.9,ppb,34,San Francisco
10/06/2017,49.9,ppb,46,San Francisco
10/07/2017,28.4,ppb,26,San Francisco
10/08/2017,26.8,ppb,25,San Francisco
10/09/2017,47.9,ppb,44,San Francisco
10/10/2017,52.2,ppb,49,San Francisco
10/11/2017,30.8,ppb,28,San Francisco
10/12/2017,51.2,ppb,48,San Francisco
10/13/2017,49.8,ppb,46,San Francisco
10/14/2017,36.7,ppb,34,San Francisco
10/15/2017,47.4,ppb,44,San Francisco
10/16/2017,55.3,ppb,52,San Francisco
10/17/2017,73.0,ppb,71,San Francisco
10/18/2017,29.0,ppb,27,San Francisco
10/19/2017,11.3,ppb,10,San Francisco
10/20/2017,32.4,ppb,30,San Francisco
10/21/2017,29.3,ppb,27,San Francisco
10/22/2017,30.8,ppb,28,San Francisco
10/23/2017,57.9,ppb,54,San Francisco
10/24/2017,59.8,ppb,56,San Francisco
10/25/2017,65.4,ppb,63,San Francisco
10/26/2017,57.9,ppb,54,San Francisco
10/27/2017,50.1,ppb,47,San Francisco
10/28/2017,16.8,ppb,15,San Francisco
10/29/2017,7.7,ppb,7,San Francisco
10/30/2017,14.1,ppb,13,San Francisco
10/31/2017,32.7,ppb,30,San Francisco
11/01/2017,54.3,ppb,51,San Francisco
11/02/2017,50.7,ppb,47,San Francisco
11/03/2017,28.4,ppb,26,San Francisco
11/04/2017,9.0,ppb,8,San Francisco
11/05/2017,13.2,ppb,12,San Francisco
11/06/2017,39.5,ppb,37,San Francisco
11/07/2017,50.2,ppb,47,San Francisco
11/08/2017,39.4,ppb,37,San Francisco
11/09/2017,35.3,ppb,33,San Francisco
11/10/2017,38.0,ppb,36,San Francisco
11/11/2017,19.9,ppb,18,San Francisco
11/12/2017,31.1,ppb,29,San Francisco
11/13/2017,21.2,ppb,20,San Francisco
11/14/2017,60.9,ppb,57,San Francisco
11/15/2017,24.6,ppb,23,San Francisco
11/16/2017,17.3,ppb,16,San Francisco
11/17/2017,35.2,ppb,33,San Francisco
11/18/2017,39.8,ppb,37,San Francisco
11/19/2017,32.6,ppb,30,San Francisco
11/20/2017,41.8,ppb,39,San Francisco
11/21/2017,28.7,ppb,26,San Francisco
11/22/2017,37.1,ppb,35,San Francisco
11/23/2017,22.4,ppb,21,San Francisco
11/24/2017,26.2,ppb,25,San Francisco
11/25/2017,37.0,ppb,35,San Francisco
11/26/2017,19.0,ppb,18,San Francisco
11/27/2017,34.6,ppb,32,San Francisco
11/29/2017,52.2,ppb,49,San Francisco
11/30/2017,40.3,ppb,38,San Francisco
12/01/2017,32.8,ppb,30,San Francisco
12/02/2017,24.6,ppb,23,San Francisco
12/03/2017,16.1,ppb,15,San Francisco
12/04/2017,22.8,ppb,21,San Francisco
12/05/2017,56.3,ppb,53,San Francisco
12/06/2017,42.9,ppb,40,San Francisco
12/07/2017,59.6,ppb,56,San Francisco
12/08/2017,53.7,ppb,50,San Francisco
12/09/2017,42.0,ppb,40,San Francisco
12/10/2017,38.3,ppb,36,San Francisco
12/11/2017,66.9,ppb,64,San Francisco
12/12/2017,48.8,ppb,45,San Francisco
12/13/2017,41.4,ppb,39,San Francisco
12/14/2017,51.7,ppb,48,San Francisco
12/15/2017,58.6,ppb,55,San Francisco
12/16/2017,28.7,ppb,26,San Francisco
12/17/2017,41.0,ppb,39,San Francisco
12/18/2017,53.2,ppb,50,San Francisco
12/19/2017,44.0,ppb,42,San Francisco
12/20/2017,14.8,ppb,13,San Francisco
12/21/2017,38.8,ppb,36,San Francisco
12/22/2017,36.5,ppb,34,San Francisco
12/23/2017,31.1,ppb,29,San Francisco
12/24/2017,37.0,ppb,35,San Francisco
12/25/2017,34.6,ppb,32,San Francisco
12/26/2017,35.1,ppb,33,San Francisco
12/27/2017,40.2,ppb,38,San Francisco
12/28/2017,35.5,ppb,33,San Francisco
12/29/2017,38.5,ppb,36,San Francisco
12/30/2017,40.2,ppb,38,San Francisco
